Dataset Name,Record,Ocean basin,Regional Sea,Coastal or open ocean?,Sample Date,Sample Year,Sample Time (local),Sample Location,Sample Latitude,Sample Longitude,Water Temperature (approximate C),Sampling Platform,Bucket Used?,Sampling Site Information,Notes,Depth of Sample (M),"Wind Speed (knots, Marine only)",Wind Direction (Marine only),"What time was high tide on the day that you sampled? (closest to your sampling time, Marine only)",Lab Fields,Date Filtered,Date Counted,Sample Volume (L),Number of Filters,Sediment Load,Start Time,Stop Time,Blue–Round,Blue–Round < 1.5 mm new,Blue–Round 1.6-3.1 mm,Blue–Round 3.2-5 mm,Blue–Round 5.1-9.6 mm,Blue–Filament,Blue–Filament  < 1.5 mm new,Blue–Filament 1.6-3.1 mm ,Blue–Filament 3.2-5 mm,Blue–Filament 5.1-9.6 mm,Blue–Other Shape,Blue–Other Shape  < 1.5 mm new,Blue–Other Shape  1.6-3.1 mm,Blue–Other Shape 3.2-5 mm,Blue–Other Shape 5.1-9.6 mm,Red–Round,Red–Round  < 1.5 mm new,Red–Round  1.6-3.1 mm ,Red–Round 3.2-5 mm,Red–Round 5.1-9.6 mm,Red–Filament,Red–Filament  < 1.5 mm new,Red–Filament 1.6-3.1 mm ,Red–Filament 3.2-5 mm,Red–Filament 5.1-9.6 mm,Red–Other Shape,Red–Other Shape  < 1.5 mm new,Red–Other Shape 1.6-3.1 mm ,Red–Other Shape 3.2-5 mm,Red–Other Shape 5.1-9.6 mm,Transparent–Round,Transparent–Round  < 1.5 mm new,Transparent–Round 1.6-3.1 mm,Transparent–Round 3.2-5 mm,Transparent–Round 5.1-9.6 mm,Transparent–Filament,Transparent–Filament  < 1.5 mm new,Transparent–Filament  1.6-3.1 mm,Transparent–Filament 3.2-5 mm,Transparent–Filament 5.1-9.6 mm,Transparent–Other Shape,Transparent–Other Shape  < 1.5 mm new,Transparent–Other Shape  1.6-3.1 mm,Transparent–Other Shape 3.2-5 mm,Transparent–Other Shape 5.1-9.6 mm,Black–Round,Black–Round  < 1.5 mm new,Black–Round  1.6-3.1 mm,Black–Round 3.2-5 mm,Black–Round 5.1-9.6 mm,Black–Filament,Black–Filament  < 1.5 mm new,Black–Filament 1.6-3.1 mm,Black–Filament 3.2-5 mm,Black–Filament 5.1-9.6 mm,Black–Other Shape,Black–Other Shape  < 1.5 mm new,Black–Other Shape 1.6-3.1 mm,Black–Other Shape 3.2-5 mm,Black–Other Shape 5.1-9.6 mm,Green–Round  ,Green–Filament,Green–Other Shape,Other Color–Round,Other Color–Round  < 1.5 mm new,Other Color–Round 1.6-3.1 mm ,Other Color–Round 3.2-5 mm,Other Color–Round 5.1-9.6 mm,Other Color–Filament,Other Color–Filament  < 1.5 mm new,Other Color–Filament 1.6-3.1 mm,Other Color–Filament 3.2-5 mm,Other Color–Filament 5.1-9.6 mm,Other Color–Other Shape,Other Color–Other Shape  < 1.5 mm new,Other Color–Other Shape  1.6-3.1 mm,Other Color–Other Shape 3.2-5 mm,Other Color–Other Shape 5.1-9.6 mm,Total Blue,Total Blue <1.5mm,Total Blue 1.6-3.1 mm,Total Blue 3.2-5 mm,Total Blue 5.1-9.6,Total Red,Total Red <1.5 mm,Total Red 1.6-3.1 mm,Total Red 3.2-5 mm,Total Red 5.1-9.6 mm,Total Transparent,Total Transparent <1.5 mm,Total Transparent 1.6-3.1 mm,Total Transparent 3.2-5 mm,Total Transparent 5.1-9.6 mm,Total Black,Total Black <1.5 mm,Total Black  1.6-3.1 mm ,Total Black 3.2-5 mm,Total Black 5.1-9.6 mm,Total Other Color ,Total Other Color <1.5 mm,Total Other Color  1.6-3.1 mm ,Total Other Color  3.2-5 mm,Total Other Color  5.1-9.6 mm,Total Round,Total Filament,Total Other Shape,Total Pieces,Total Pieces/L,"Total Pieces/L (calculated, floored)",Sample Jar Material,Plastic Type,Lab Notes,
Worldwide Marine ,276,Atlantic,,Open ocean,11/10/2014,2014,11:30,ARC,25.69581667,-16.82878333,,,No,,,,10,NNE (11.25º - 33.75º),,,8/6/2015,8/20/2015,1.25,1,,11:14,11:25,0,0,0,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,29,0,0,0,0,1,0,0,0,0,24,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,45,16,61,46.92307692,46,Plastic,1,"Other color-yellow.  Lots of Photo opportunities, lots of black balls but they break apart.",
Worldwide Marine ,277,Atlantic,Caribbean,Coastal,11/10/2014,2014,12:15,,9.310556,-79.919722,27.6,Sailboat/Large Vessel,No,City Port,,,17,N (348.75º - 11.25º),0:00,,2/5/2015,3/2/2015,0.9,1,,14:59,15:11,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,10,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,48,4,52,54.73684211,54,Plastic,,,
Worldwide Marine ,279,Atlantic,,Open ocean,11/11/2014,2014,9:25,ARC,24.73466667,-17.49166667,,,No,,,,6,E (78.75º - 101.25º),,,7/3/2015,7/27/2015,1.25,1,,9:15,9:18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1.538461538,1,Plastic,1,,
Worldwide Marine ,280,Atlantic,,Open ocean,11/11/2014,2014,11:15,ARC,24.89666667,-17.76166667,24,,No,,water temp not calibrated for some time,,8,N (348.75º - 11.25º),,,8/4/2015,8/13/2015,1.2,1,,16:10,16:17,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,6,19,15.2,15,Plastic,1,other color blue/clear,
Worldwide Marine ,281,Atlantic,,Open Ocean,11/11/2014,2014,11:35,ARC,24.94333333,-18.17166667,21.7,,No,,,,10,NE (33.75º - 56.25º),,,8/13/2015,8/24/2015,1.2,1,,14:05,14:11,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,19,15.2,15,Plastic,1,Detritus,
Worldwide Marine ,282,Atlantic,,Open ocean,11/11/2014,2014,14:31,ARC,24.52756667,-17.95046667,72.3,,No,,,,8.2,NE (33.75º - 56.25º),,,8/12/2015,8/25/2015,1.2,1,,12:32,12:42,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,24,0,0,0,0,1,0,0,0,0,25,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,41,15,56,44.8,44,Plastic,1,"Photo other color/shape.  Other color/shape spots of clear, blue, pink.",
Worldwide Marine ,283,Atlantic,,Open ocean,11/11/2014,2014,15:45,ARC,24.3061,-18.14383333,22.8,,No,,,,10,NE (33.75º - 56.25º),,,8/5/2015,8/17/2015,1.25,1,,9:08,9:16,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,3.076923077,3,Plastic,1,,
Worldwide Marine ,284,Atlantic,,Open ocean,11/11/2014,2014,14:25,ARC,24.3935,-18.28266667,,,No,,,,11,NE (33.75º - 56.25º),,,6/11/2015,6/30/2015,1.3,1,,10:36,11:45,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,50,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0,0,0,0,6,0,0,0,0,53,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,78,10,88,65.18518519,65,Plastic,1,"Other color pink, among others.  Margie, supervised, training.",
Worldwide Marine ,285,Atlantic,,Open ocean,11/11/2014,2014,16:11,ARC,25.00633333,-17.51666667,,,No,,,,5,S (168.75º - 191.25º),,,7/30/2015,8/13/2015,1.25,1,,15:39,15:47,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,14,10.76923077,10,Plastic,1,"Blue fiber broke a part, didn't count",
Worldwide Marine ,286,Atlantic,,Open Ocean,11/12/2014,2014,14:33,ARC,22.9035,-19.11716667,25.4,,No,,,,11,ENE (56.25º - 78.75º),,,8/6/2015,8/20/2015,1.15,1,,10:26,10:32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,1,10,8.333333333,8,Plastic,1,,
Worldwide Marine ,287,Atlantic,,Open ocean,11/12/2014,2014,13:41,ARC,22.8395,-19.3,25.8,,No,,,,10.7,ENE (56.25º - 78.75º),,,6/24/2015,7/20/2015,1.2,1,,12:13,12:17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8,0,Plastic,1,,
Worldwide Marine ,288,Atlantic,,Open ocean,11/12/2014,2014,15:10,ARC,22.83416667,-18.9109,20.8,,No,,,,14,ENE (56.25º - 78.75º),,,6/16/2015,7/16/2015,1.25,1,,9:56,10:13,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,0,20,15.38461538,15,Plastic,1,other color blue/clear,
Worldwide Marine ,289,Atlantic,,Open ocean,11/12/2014,2014,12:00,ARC,22.781,-19.501,23.5,,No,,,,15,N (348.75º - 11.25º),,,6/24/2015,7/21/2015,1.2,1,,10:00,10:04,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,6,4.8,4,Plastic,1,blue/clear other,
Worldwide Marine ,290,Atlantic,,Open ocean,11/12/2014,2014,14:15,ARC,22.3,-20.07,,,No,,,,17,NE (33.75º - 56.25º),,,6/5/2015,6/30/2015,1.25,1,,9:16,9:24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,4,3.076923077,3,Plastic,1,,
Worldwide Marine ,291,Atlantic,,Open ocean,11/12/2014,2014,15:10,ARC,22.34133333,-19.9525,25,,No,,,,12,NE (33.75º - 56.25º),,,8/12/2015,8/24/2015,1.2,1,,14:41,14:45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4.8,4,Plastic,1,,
Worldwide Marine ,292,Atlantic,,Open ocean,11/12/2014,2014,10:15,ARC,23.88705,-18.58373333,25.3,,No,,,,12,NE (33.75º - 56.25º),,,8/5/2015,8/17/2015,1.25,1,,13:51,13:57,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,11,8.461538462,8,Plastic,1,,
Worldwide Marine ,293,Atlantic,,Open ocean,11/12/2014,2014,12:00,ARC,21.36518333,-19.47301667,,,No,,,,21,NNE (11.25º - 33.75º),,,8/5/2015,8/17/2015,1.1,1,,12:34,12:43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,12.17391304,12,Plastic,1,Photo other shape clear,
Worldwide Marine ,294,Atlantic,,Open ocean,11/13/2014,2014,12:55,ARC,20.34108333,-21.78325,27,,No,,,,16,NE (33.75º - 56.25º),,,6/24/2015,7/20/2015,1.2,1,,9:27,9:35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,1,11,8.8,8,Plastic,1,"blue/clear other, clear filter",
Worldwide Marine ,295,Atlantic,,Open ocean,11/13/2014,2014,14:30,ARC,21.1235,-21.27366667,,,No,,,,16,NE (33.75º - 56.25º),,,8/14/2015,9/2/2015,1.25,1,,16:27,16:37,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,30,0,0,0,0,9,0,0,0,0,25,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,66,3,69,53.07692308,53,Plastic,1,Other color yellow/green,
Worldwide Marine ,296,Atlantic,,Open ocean,11/13/2014,2014,14:50,ARC,19.03863333,-22.72206667,,,No,,,,18,NE (33.75º - 56.25º),,,8/6/2015,8/20/2015,1.25,1,,11:25,11:33,0,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,0,0,14,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,30,8,38,29.23076923,29,Plastic,1,Black beads- photo,
Worldwide Marine ,297,Atlantic,,Open ocean,11/13/2014,2014,13:30,ARC,19.64066667,-21.26666667,,,No,,Las Palmas to St. Lucia via Capt Varde Islands,,18,NE (33.75º - 56.25º),,,8/15/2015,9/9/2015,1.05,1,,7:39,7:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,9,8.181818182,8,Plastic,1,,
Worldwide Marine ,298,Atlantic,,Coastal,11/13/2014,2014,10:48,"West Palm Beach, FL",26.7097,-80.0475,23,,No,,"West Palm Beach, FL",,8,N (348.75º - 11.25º),13:22,,1/2/2015,1/20/2015,1.3,1,,17:38,17:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7407407407,0,Plastic,,,
Worldwide Marine ,300,Atlantic,,Open ocean,11/14/2014,2014,9:00,ARC,18.67486667,-23.35728333,26.5,,No,,,,15,N (348.75º - 11.25º),,,6/24/2015,7/21/2015,1.25,1,,10:05,10:10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2.307692308,2,Plastic,1,,
Worldwide Marine ,301,Atlantic,,Open Ocean,11/14/2014,2014,11:54,ARC,19.005,-23.21166667,23.2,,No,,,,18,NE (33.75º - 56.25º),,,8/13/2015,8/24/2015,1.2,1,,14:12,14:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Plastic,1,Clumps of tangled plastic fibers,
Worldwide Marine ,302,Atlantic,,Open ocean,11/14/2014,2014,13:10,ARC,19.93901667,-22.13566667,74.3,,No,,,,17.1,NE (33.75º - 56.25º),,,8/12/2015,8/25/2015,1.2,1,,12:42,12:48,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,11,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,22,6,28,22.4,22,Plastic,1,,
Worldwide Marine ,303,Atlantic,,Open ocean,11/14/2014,2014,15:40,ARC,19.0945,-23.16116667,24.5,,No,,,,20,NE (33.75º - 56.25º),,,8/5/2015,8/17/2015,1.2,1,,12:00,12:08,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,12,0,13,10.4,10,Plastic,1,,
Worldwide Marine ,304,Atlantic,,Open ocean,11/14/2014,2014,12:50,ARC,18.69583333,-23.50483333,,,No,,,,14.3,NE (33.75º - 56.25º),,,6/11/2015,7/1/2015,1.3,1,,10:20,11:27,0,0,0,0,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,36,0,0,0,0,1,0,0,0,0,67,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,90,20,110,81.48148148,81,Plastic,1,"Margie supervised, training.",
Worldwide Marine ,305,Atlantic,,Open ocean,11/14/2014,2014,8:55,ARC,19.5065,-22.65305,,,No,,,,16,NE (33.75º - 56.25º),,,7/3/2015,7/27/2015,1.2,1,,9:19,9:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8,0,Plastic,1,,
Worldwide Marine ,306,Atlantic,,Open ocean,11/14/2014,2014,14:00,ARC,19.38455,-21.2648,26.3,,No,,,,15,NE (33.75º - 56.25º),,,8/5/2015,8/17/2015,1.2,1,,13:58,14:04,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,15,3,18,14.4,14,Plastic,1,,
Worldwide Marine ,307,Atlantic,,Open ocean,11/14/2014,2014,10:39,ARC,18.79,-22.89833333,27,,No,,,,16,NE (33.75º - 56.25º),,,8/4/2015,8/13/2015,1.25,1,,16:18,16:23,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,4,11,8.461538462,8,Plastic,1,,
Worldwide Marine ,308,Atlantic,,Open ocean,11/14/2014,2014,16:07,ARC,18.38708333,-24.07995,27.4,,No,,,,18,NNE (11.25º - 33.75º),,,6/24/2015,7/20/2015,1.25,1,,9:37,9:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,2,5,3.846153846,3,Plastic,1,,
Worldwide Marine ,311,Pacific,SE Alaska,Coastal,11/14/2014,2014,10:36,,47.3321,-122.5804,8,,No,,,,4,NNW (326.25º - 348.75º),11:09,,2/5/2015,3/2/2015,1.15,1,,15:44,15:47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8333333333,0,Plastic,,,
Worldwide Marine ,314,Atlantic,,Open Ocean,11/15/2014,2014,16:00,ARC,17.2434,-24.76586667,27.5,,No,,,,18,NE (33.75º - 56.25º),,,8/6/2015,8/20/2015,1.15,1,,10:34,10:41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,10,8.333333333,8,Plastic,1,Photo red other color,
Worldwide Marine ,315,Atlantic,,Open ocean,11/15/2014,2014,13:00,ARC,17.82483333,-24.31583333,,,No,,,,18,NE (33.75º - 56.25º),,,8/14/2015,9/2/2015,1.2,1,,16:39,16:53,0,0,0,0,0,55,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,59,0,0,0,0,14,0,0,0,0,64,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,136,7,143,114.4,114,Plastic,1,,
